item-name,item-description,listing-id,seller-sku,price,quantity,open-date,image-url,item-is-marketplace,product-id-type,zshop-shipping-fee,item-note,item-condition,zshop-category1,zshop-browse-path,zshop-storefront-feature,asin1,asin2,asin3,will-ship-internationally,expedited-shipping,zshop-boldface,product-id,bid-for-featured-placement,add-delete,pending-quantity,fulfillment-channel,merchant-shipping-group,status,Minimum order quantity,Sell remainder
Spigen Liquid Air Folio Hülle Kompatibel mit iPad Pro 11 Zoll M5 (2025) / M4 (2024) Chip Leicht und Dünn Case mit Hartschale Auto Schlaf/Wach Funktion Stiftfreundlich - Schwarz,,1030F7UNE1F,amzn.gr.ACS09440PAN-rngdmdeLcWiuIz4mY-LN,14.39,,30/10/2025 21:07:35 MET,,y,1,,Der Artikel kommt mit Originalkarton in einer Umverpackung. Der Originalkarton ist beschädigt.,1.0,,,,B0F16C514W,,,,,,B0F16C514W,,,,AMAZON_EU,Standardvorlage Amazon,Active,,
Spigen Liquid Air Folio Hülle Kompatibel mit iPad Pro 11 Zoll M5 (2025) / M4 (2024) Chip Leicht und Dünn Case mit Hartschale Auto Schlaf/Wach Funktion Stiftfreundlich - Schwarz,,0925F89G59F,amzn.gr.ACS09440PAN-uKkMKXj3m801HzCH8-LN,14.39,,26/09/2025 00:32:48 MEST,,y,1,,Der Artikel wird in der Originalverpackung zugestellt. Verpackung ist beschädigt.,1.0,,,,B0F16C514W,,,,,,B0F16C514W,,,,AMAZON_EU,Standardvorlage Amazon,Active,,
Spigen Rugged Armor entwickelt für Powerbeats Pro 2 Case (2025) Sichere Schutzhülle mit Karabiner - Matt Schwarz,,0331HHE8XJK,amzn.gr.ACS09441PAN-p5xoqPO_8tgGWOFYd-LN,18.89,,31/03/2026 22:58:41 MEST,,y,1,,Der Artikel wird in der Originalverpackung zugestellt. Verpackung ist beschädigt.,1.0,,,,B0F22LZLZY,,,,,,B0F22LZLZY,,,,AMAZON_EU,Standardvorlage Amazon,Active,,
Spigen Ultra Hybrid Pro Hülle Entwickelt für Samsung Galaxy Tab S10 FE+ (2025) Schutzhülle mit S Pen Halter und Ladeunterstützung - Schwarz,,0515FQPNJ98,amzn.gr.ACS09446PAN-IkQavcwYliuKvKoG7-LN,27.89,,15/05/2025 11:24:02 MEST,,y,1,,,1.0,,,,B0DYQND1M8,,,,,,B0DYQND1M8,,,,AMAZON_EU,Standardvorlage Amazon,Active,,
Spigen Ultra Hybrid Pro Hülle Entwickelt für Samsung Galaxy Tab S10 FE+ (2025) Schutzhülle mit S Pen Halter und Ladeunterstützung - Schwarz,,0112H0WMJAA,amzn.gr.ACS09446PAN-_r8mfQomX8nAOiunn-VG,26.34,,12/01/2026 09:30:45 MET,,y,1,,Artikel trifft neu verpackt ein.,2.0,,,,B0DYQND1M8,,,,,,B0DYQND1M8,,,,AMAZON_EU,Standardvorlage Amazon,Active,,
Spigen Ultra Hybrid Pro Hülle Entwickelt für Samsung Galaxy Tab S10 FE+ (2025) Schutzhülle mit S Pen Halter und Ladeunterstützung - Schwarz,,1027FUZDYJ9,amzn.gr.ACS09446PAN-xVcSBIOW36ql5OW7d-LN,27.89,,27/10/2025 18:59:50 MET,,y,1,,Der Artikel kommt mit Originalkarton in einer Umverpackung. Der Originalkarton ist beschädigt.,1.0,,,,B0DYQND1M8,,,,,,B0DYQND1M8,,,,AMAZON_EU,Standardvorlage Amazon,Active,,
Spigen Rugged Armor Case Hülle Kompatibel mit Google Pixel Buds 2a (2025) - Matt Schwarz,,1222FC28LZ3,amzn.gr.ACS09480PAN-RMwdAo2CExINHg5We-LN,17.99,,22/12/2025 16:42:26 MET,,y,1,,Der Artikel wird in der Originalverpackung zugestellt. Verpackung ist beschädigt.,1.0,,,,B0F63SXSZC,,,,,,B0F63SXSZC,,,,AMAZON_EU,Standardvorlage Amazon,Active,,
Spigen Liquid Air Hülle Kompatibel mit Google Pixel Watch 4 41mm (2025) mit Ladeständer - Matt Schwarz,,0115HEVBFVF,amzn.gr.ACS09483PAN-AycfqrCRoH1_W4Geq-LN,15.29,,15/01/2026 19:17:19 MET,,y,1,,Der Artikel kommt mit Originalkarton in einer Umverpackung. Der Originalkarton ist beschädigt.,1.0,,,,B0F61GLBV3,,,,,,B0F61GLBV3,,,,AMAZON_EU,Standardvorlage Amazon,Active,,
Spigen Liquid Air Hülle Kompatibel mit Google Pixel Watch 4 41mm (2025) mit Ladeständer - Matt Schwarz,,0107HKCFY6U,amzn.gr.ACS09483PAN-KpYFH2Y-j8ecDe8yz-LN,15.29,,07/01/2026 03:29:46 MET,,y,1,,Der Artikel wird in der Originalverpackung zugestellt. Verpackung ist beschädigt.,1.0,,,,B0F61GLBV3,,,,,,B0F61GLBV3,,,,AMAZON_EU,Standardvorlage Amazon,Active,,
Spigen Liquid Air Hülle Kompatibel mit Google Pixel Watch 4 41mm (2025) mit Ladeständer - Matt Schwarz,,0323HLL6UFZ,amzn.gr.ACS09483PAN-Mwgc3VVSrDqFlldim-VG,14.44,,23/03/2026 18:56:06 MET,,y,1,,Geringfügiger Schönheitsfehler an der Unter- oder Rückseite des Artikels. Artikel trifft neu verpackt ein.,2.0,,,,B0F61GLBV3,,,,,,B0F61GLBV3,,,,AMAZON_EU,Standardvorlage Amazon,Active,,
Spigen Liquid Air Hülle Kompatibel mit Google Pixel Watch 4 41mm (2025) mit Ladeständer - Matt Schwarz,,1031FC6I5CK,amzn.gr.ACS09483PAN-amcTSN0N09_zPK7X0-VG,14.44,,31/10/2025 23:40:53 MET,,y,1,,Artikel trifft neu verpackt ein.,2.0,,,,B0F61GLBV3,,,,,,B0F61GLBV3,,,,AMAZON_EU,Standardvorlage Amazon,Active,,
Spigen Liquid Air Hülle Kompatibel mit Google Pixel Watch 4 41mm (2025) mit Ladeständer - Matt Schwarz,,0224HR8OE7C,amzn.gr.ACS09483PAN-o2w2ucINcRJSFvIsV-LN,15.29,,24/02/2026 20:35:44 MET,,y,1,,Der Artikel wird in der Originalverpackung zugestellt.,1.0,,,,B0F61GLBV3,,,,,,B0F61GLBV3,,,,AMAZON_EU,Standardvorlage Amazon,Active,,
Spigen Rugged Armor Pro Hülle mit Armband Kompatibel mit Google Pixel Watch 4 41mm (2025) mit Ladeständer - Matt Schwarz,,0402HQVT9G2,amzn.gr.ACS09484PAN-0JzQI1bqj8bQgzYnc-LN,23.39,,02/04/2026 19:57:40 MEST,,y,1,,Der Artikel wird in der Originalverpackung zugestellt. Verpackung ist beschädigt.,1.0,,,,B0F61H6TQW,,,,,,B0F61H6TQW,,,,AMAZON_EU,Standardvorlage Amazon,Active,,
Spigen Rugged Armor Pro Hülle mit Armband Kompatibel mit Google Pixel Watch 4 41mm (2025) mit Ladeständer - Matt Schwarz,,1105FR5KLHE,amzn.gr.ACS09484PAN-2VLsRcctzU-odrsbv-VG,22.09,,05/11/2025 13:44:52 MET,,y,1,,Artikel trifft neu verpackt ein.,2.0,,,,B0F61H6TQW,,,,,,B0F61H6TQW,,,,AMAZON_EU,Standardvorlage Amazon,Active,,
Spigen Ultra Hybrid Pro Hülle Entwickelt für Samsung Galaxy Tab S10 FE (2025) / Galaxy Tab S9 (2023) Schutzhülle mit S Pen Halter und Ladeunterstützung - Schwarz,,0324HN8LKDX,amzn.gr.ACS09498PAN-gQqZOlsYEP1MKkBr8-LN,27.89,,24/03/2026 07:12:44 MET,,y,1,,Der Artikel wird in der Originalverpackung zugestellt.,1.0,,,,B0DYQNM8KQ,,,,,,B0DYQNM8KQ,,,,AMAZON_EU,Standardvorlage Amazon,Active,,
Spigen Ultra Hybrid Pro Hülle Entwickelt für Samsung Galaxy Tab S10 FE (2025) / Galaxy Tab S9 (2023) Schutzhülle mit S Pen Halter und Ladeunterstützung - Schwarz,,0305HQG161S,amzn.gr.ACS09498PAN-yh65a12W0VaxpUuhC-AC,23.24,,05/03/2026 07:27:49 MET,,y,1,,Schönheitsfehler mit mehr als 3 cm Größe an der Unter- oder Rückseite des Artikels. Artikel trifft neu verpackt ein.,4.0,,,,B0DYQNM8KQ,,,,,,B0DYQNM8KQ,,,,AMAZON_EU,Standardvorlage Amazon,Active,,
Spigen iPhone 17e / iPhone 16e Hülle Signature [Anti Vergilbung] Ultra Hybrid Case Handyhülle Transparent Schutzhülle Slim Dünn -Space Crystal,,0904FFIUL9Y,amzn.gr.ACS09531PAN-wT3dqGBfrKva-u9Gu-LN,13.49,,04/09/2025 12:19:37 MEST,,y,1,,Der Artikel wird in der Originalverpackung zugestellt. Verpackung ist beschädigt.,1.0,,,,B0DYL4BJ5C,,,,,,B0DYL4BJ5C,,,,AMAZON_EU,Standardvorlage Amazon,Active,,
"Spigen iPhone 17e / iPhone 16e Hülle [rutschfest] Liquid Air Case Slim TPU mit Truss-Design, Militärgeprüfter Schutz -Marble Gray",,0310HBJSS1Z,amzn.gr.ACS09532PAN-0B2epct7_CTq5J7Jt-VG,13.94,,10/03/2026 23:35:31 MET,,y,1,,Artikel trifft neu verpackt ein.,2.0,,,,B0DYKYM4B5,,,,,,B0DYKYM4B5,,,,AMAZON_EU,Standardvorlage Amazon,Active,,
"Spigen iPhone 17e / iPhone 16e Hülle [rutschfest] Liquid Air Case Slim TPU mit Truss-Design, Militärgeprüfter Schutz -Marble Gray",,1030F7B30IF,amzn.gr.ACS09532PAN-3-LoSbVBmURvj1B_v-LN,14.76,,30/10/2025 15:44:10 MET,,y,1,,Der Artikel wird in der Originalverpackung zugestellt. Verpackung ist beschädigt.,1.0,,,,B0DYKYM4B5,,,,,,B0DYKYM4B5,,,,AMAZON_EU,Standardvorlage Amazon,Active,,
Spigen Ultra Hybrid Pro Hülle Entwickelt für Samsung Galaxy Tab S10 FE (2025) / Galaxy Tab S9 (2023) Schutzhülle mit S Pen Halter und Ladeunterstützung - Grau,,0611F2XCGPJ,amzn.gr.ACS09533PAN-6m9NCxAY-EfijXk4o-LN,27.89,,11/06/2025 23:27:07 MEST,,y,1,,Der Artikel wird in der Originalverpackung zugestellt.,1.0,,,,B0DYQF641L,,,,,,B0DYQF641L,,,,AMAZON_EU,Standardvorlage Amazon,Active,,
"Spigen Ultra Hybrid Pro MagFit Hülle für Samsung Galaxy Z Fold 7, MagSafe kompatibel mit [SecuLink] Metallverbindung am Scharnier für sicheren Halt – Clear White",,0918FMJYZOF,amzn.gr.ACS09546PAN-BHGzu6hpAej1aN52I-LN,44.99,,18/09/2025 15:41:04 MEST,,y,1,,Der Artikel wird in der Originalverpackung zugestellt. Verpackung ist beschädigt.,1.0,,,,B0F1BMY84H,,,,,,B0F1BMY84H,,,,AMAZON_EU,Standardvorlage Amazon,Active,,
"Spigen Ultra Hybrid Pro MagFit Hülle für Samsung Galaxy Z Fold 7, MagSafe kompatibel mit [SecuLink] Metallverbindung am Scharnier für sicheren Halt – Clear White",,1121FCHKNJT,amzn.gr.ACS09546PAN-MiXbcym2HSgY2zT4K-VG,42.49,,21/11/2025 15:11:56 MET,,y,1,,Artikel trifft neu verpackt ein.,2.0,,,,B0F1BMY84H,,,,,,B0F1BMY84H,,,,AMAZON_EU,Standardvorlage Amazon,Active,,
"Spigen Ultra Hybrid Pro MagFit Hülle für Samsung Galaxy Z Fold 7, MagSafe kompatibel mit [SecuLink] Metallverbindung am Scharnier für sicheren Halt – Clear White",,1204FIG7OAA,amzn.gr.ACS09546PAN-QOKy4LID3GZ1qV3eg-VG,42.49,,04/12/2025 04:07:47 MET,,y,1,,Geringfügiger Schönheitsfehler an der Ober- oder Vorderseite oder an den Seiten des Artikels. Artikel trifft neu verpackt ein.,2.0,,,,B0F1BMY84H,,,,,,B0F1BMY84H,,,,AMAZON_EU,Standardvorlage Amazon,Active,,
"Spigen Ultra Hybrid Pro MagFit Hülle für Samsung Galaxy Z Fold 7, MagSafe kompatibel mit [SecuLink] Metallverbindung am Scharnier für sicheren Halt – Clear White",,1015FOI217O,amzn.gr.ACS09546PAN-jM4aE5qywTaC6OFLc-LN,44.99,,15/10/2025 02:23:22 MEST,,y,1,,Der Artikel kommt mit Originalkarton in einer Umverpackung. Der Originalkarton ist beschädigt.,1.0,,,,B0F1BMY84H,,,,,,B0F1BMY84H,,,,AMAZON_EU,Standardvorlage Amazon,Active,,
"Spigen Tough Armor Pro MagFit Hülle für Samsung Galaxy Z Fold 7, Kompatibel mit MagSafe -Schwarz",,1207FTLBWFO,amzn.gr.ACS09549PAN-F8whj_Kv1V7F4eVZs-VG,46.74,,07/12/2025 02:18:18 MET,,y,1,,Artikel trifft neu verpackt ein.,2.0,,,,B0F1BZ8YGD,,,,,,B0F1BZ8YGD,,,,AMAZON_EU,Standardvorlage Amazon,Active,,
"Spigen Tough Armor Pro MagFit Hülle für Samsung Galaxy Z Fold 7, Kompatibel mit MagSafe -Schwarz",,0903FDOFZ0L,amzn.gr.ACS09549PAN-QTL4zZiWy3RZluozb-LN,49.49,,04/09/2025 01:00:21 MEST,,y,1,,Der Artikel wird in der Originalverpackung zugestellt. Verpackung ist beschädigt.,1.0,,,,B0F1BZ8YGD,,,,,,B0F1BZ8YGD,,,,AMAZON_EU,Standardvorlage Amazon,Active,,
"Spigen Tough Armor Pro MagFit Hülle für Samsung Galaxy Z Fold 7, Kompatibel mit MagSafe -Schwarz",,1024FLVRDDT,amzn.gr.ACS09549PAN-eSU5UTaEDIWCOn7c4-LN,49.49,,24/10/2025 23:18:44 MEST,,y,1,,Der Artikel kommt mit Originalkarton in einer Umverpackung. Der Originalkarton ist beschädigt.,1.0,,,,B0F1BZ8YGD,,,,,,B0F1BZ8YGD,,,,AMAZON_EU,Standardvorlage Amazon,Active,,
"Spigen Tough Armor Pro MagFit Hülle für Samsung Galaxy Z Fold 7, Kompatibel mit MagSafe -Metal Slate",,0815FRMFAC8,amzn.gr.ACS09550PAN-afcZn_uZ3_SuEujta-LN,49.49,,15/08/2025 15:44:45 MEST,,y,1,,Der Artikel wird in der Originalverpackung zugestellt. Verpackung ist beschädigt.,1.0,,,,B0F1B7GKC9,,,,,,B0F1B7GKC9,,,,AMAZON_EU,Standardvorlage Amazon,Active,,
"Spigen Slim Armor Pro MagFit Hülle für Samsung Galaxy Z Fold 7, MagSafe kompatibel mit [SecuLink] Metallverbindung am Scharnier für sicheren Halt -Schwarz",,0126HC4OXY6,amzn.gr.ACS09551PAN-12zXuEFg9xpCkifUe-LN,53.99,,26/01/2026 08:46:50 MET,,y,1,,Der Artikel wird in der Originalverpackung zugestellt.,1.0,,,,B0F1BGJNHX,,,,,,B0F1BGJNHX,,,,AMAZON_EU,Standardvorlage Amazon,Active,,
"Spigen Slim Armor Pro MagFit Hülle für Samsung Galaxy Z Fold 7, MagSafe kompatibel mit [SecuLink] Metallverbindung am Scharnier für sicheren Halt -Schwarz",,1002FRVFM5C,amzn.gr.ACS09551PAN-6xNPp7ET-Js8JFcNg-VG,50.99,,02/10/2025 16:39:56 MEST,,y,1,,Artikel trifft neu verpackt ein.,2.0,,,,B0F1BGJNHX,,,,,,B0F1BGJNHX,,,,AMAZON_EU,Standardvorlage Amazon,Active,,
"Spigen Slim Armor Pro MagFit Hülle für Samsung Galaxy Z Fold 7, MagSafe kompatibel mit [SecuLink] Metallverbindung am Scharnier für sicheren Halt -Schwarz",,0924F2UZHGK,amzn.gr.ACS09551PAN-caquuWUOQMp2FPtnb-LN,53.99,,24/09/2025 09:54:06 MEST,,y,1,,Der Artikel kommt mit Originalkarton in einer Umverpackung. Der Originalkarton ist beschädigt.,1.0,,,,B0F1BGJNHX,,,,,,B0F1BGJNHX,,,,AMAZON_EU,Standardvorlage Amazon,Active,,
"Spigen Slim Armor Pro MagFit Hülle für Samsung Galaxy Z Fold 7, MagSafe kompatibel mit [SecuLink] Metallverbindung am Scharnier für sicheren Halt -Schwarz",,0905FJDD0SB,amzn.gr.ACS09551PAN-tlAZ7Ki4kdwEzX9fn-LN,53.99,,05/09/2025 13:37:36 MEST,,y,1,,Der Artikel wird in der Originalverpackung zugestellt. Verpackung ist beschädigt.,1.0,,,,B0F1BGJNHX,,,,,,B0F1BGJNHX,,,,AMAZON_EU,Standardvorlage Amazon,Active,,
"Spigen Slim Armor Pro MagFit Hülle für Samsung Galaxy Z Fold 7, MagSafe kompatibel mit [SecuLink] Metallverbindung am Scharnier für sicheren Halt -Metal Slate",,1025FN94L40,amzn.gr.ACS09552PAN-Qu9RWulyB4R-Zb1Bn-VG,50.99,,25/10/2025 07:42:21 MEST,,y,1,,Artikel trifft neu verpackt ein.,2.0,,,,B0F1BW4QBC,,,,,,B0F1BW4QBC,,,,AMAZON_EU,Standardvorlage Amazon,Active,,
"Spigen Slim Armor Pro MagFit Hülle für Samsung Galaxy Z Fold 7, MagSafe kompatibel mit [SecuLink] Metallverbindung am Scharnier für sicheren Halt -Metal Slate",,0128HJIB8CI,amzn.gr.ACS09552PAN-XOR7FdDqaBVNnboP0-LN,53.99,,28/01/2026 07:48:24 MET,,y,1,,Der Artikel kommt mit Originalkarton in einer Umverpackung. Der Originalkarton ist beschädigt.,1.0,,,,B0F1BW4QBC,,,,,,B0F1BW4QBC,,,,AMAZON_EU,Standardvorlage Amazon,Active,,
"Spigen Slim Armor Pro MagFit Hülle für Samsung Galaxy Z Fold 7, MagSafe kompatibel mit [SecuLink] Metallverbindung am Scharnier für sicheren Halt -Metal Slate",,1007F3RV8EX,amzn.gr.ACS09552PAN-tnN-CDrFdcDwd2qru-AC,44.99,,07/10/2025 20:52:07 MEST,,y,1,,Schönheitsfehler mit mehr als 3 cm Größe an der Ober- oder Vorderseite oder an den Seiten des Artikels. Artikel trifft neu verpackt ein.,4.0,,,,B0F1BW4QBC,,,,,,B0F1BW4QBC,,,,AMAZON_EU,Standardvorlage Amazon,Active,,
"Spigen Slim Armor Pro MagFit Hülle für Samsung Galaxy Z Fold 7, MagSafe kompatibel mit [SecuLink] Metallverbindung am Scharnier für sicheren Halt -Metal Slate",,0905FJ4ITZ1,amzn.gr.ACS09552PAN-y19fiNb7_v_xct7qF-LN,53.99,,05/09/2025 12:11:08 MEST,,y,1,,Der Artikel wird in der Originalverpackung zugestellt. Verpackung ist beschädigt.,1.0,,,,B0F1BW4QBC,,,,,,B0F1BW4QBC,,,,AMAZON_EU,Standardvorlage Amazon,Active,,
"Spigen Slim Armor Pro MagFit Hülle für Samsung Galaxy Z Fold 7, MagSafe kompatibel mit [SecuLink] Metallverbindung am Scharnier für sicheren Halt -Metal Slate",,1114FM6COOG,amzn.gr.ACS09552PAN-zzzfLjz-EjnjSJr7u-VG,50.99,,14/11/2025 07:13:42 MET,,y,1,,Artikel trifft neu verpackt ein. Zubehör hat eventuell Schönheitsfehler.,2.0,,,,B0F1BW4QBC,,,,,,B0F1BW4QBC,,,,AMAZON_EU,Standardvorlage Amazon,Active,,
Spigen Air Skin Aramid Hülle Kompatibel mit Samsung Galaxy Z Fold 7 -Schwarz,,0910FYHDYJ9,amzn.gr.ACS09555PAN--VMcoMq5t8n5_GrfS-LN,44.99,,10/09/2025 14:35:57 MEST,,y,1,,Der Artikel wird in der Originalverpackung zugestellt. Verpackung ist beschädigt.,1.0,,,,B0F1BMRSY3,,,,,,B0F1BMRSY3,,,,AMAZON_EU,Standardvorlage Amazon,Active,,
Spigen Air Skin Aramid Hülle Kompatibel mit Samsung Galaxy Z Fold 7 -Schwarz,,1108F2T4I95,amzn.gr.ACS09555PAN-6ej8oxSlJPyxOxlLX-LN,44.99,,08/11/2025 14:30:02 MET,,y,1,,Die Innenverpackung kann beschädigt sein. Der Artikel wird in der Originalverpackung zugestellt. Verpackung ist beschädigt.,1.0,,,,B0F1BMRSY3,,,,,,B0F1BMRSY3,,,,AMAZON_EU,Standardvorlage Amazon,Active,,
Spigen Air Skin Aramid Hülle Kompatibel mit Samsung Galaxy Z Fold 7 -Schwarz,,1010FCWKF5L,amzn.gr.ACS09555PAN-jhloxhN-p6N3iUoAm-LN,44.99,,10/10/2025 19:19:36 MEST,,y,1,,Die Innenverpackung kann beschädigt sein. Der Artikel wird in der Originalverpackung zugestellt.,1.0,,,,B0F1BMRSY3,,,,,,B0F1BMRSY3,,,,AMAZON_EU,Standardvorlage Amazon,Active,,
"Spigen Ultra Hybrid Pro MagFit Hülle für Samsung Galaxy Z Flip 7, Kompatibel mit MagSafe -Clear White",,0909FVDFLJM,amzn.gr.ACS09559PAN-yFO2QIMcWpIaPcaFy-AC,37.49,,09/09/2025 16:32:17 MEST,,y,1,,Schönheitsfehler mit mehr als 3 cm Größe an der Ober- oder Vorderseite oder an den Seiten des Artikels. Artikel trifft neu verpackt ein.,4.0,,,,B0F1BZPGT8,,,,,,B0F1BZPGT8,,,,AMAZON_EU,Standardvorlage Amazon,Active,,
"Spigen Ultra Hybrid Pro MagFit Hülle für Samsung Galaxy Z Flip 7, Kompatibel mit MagSafe -Neo One",,0801FND7XGQ,amzn.gr.ACS09560PAN-YMZ4Sl9mUCABvrybG-LN,44.99,,01/08/2025 11:46:41 MEST,,y,1,,Der Artikel wird in der Originalverpackung zugestellt. Verpackung ist beschädigt.,1.0,,,,B0F1C2D3L1,,,,,,B0F1C2D3L1,,,,AMAZON_EU,Standardvorlage Amazon,Active,,
"Spigen Ultra Hybrid Pro MagFit Hülle für Samsung Galaxy Z Flip 7, Kompatibel mit MagSafe -Neo One",,1020F44GB6B,amzn.gr.ACS09560PAN-gCMyln0X7UEdB9DlF-VG,42.49,,20/10/2025 07:27:30 MEST,,y,1,,Artikel trifft neu verpackt ein.,2.0,,,,B0F1C2D3L1,,,,,,B0F1C2D3L1,,,,AMAZON_EU,Standardvorlage Amazon,Active,,
"Spigen Ultra Hybrid Pro MagFit Hülle für Samsung Galaxy Z Flip 7, Kompatibel mit MagSafe -Neo One",,0924F3P715K,amzn.gr.ACS09560PAN-xQs24Q0WB7Ql9tQtn-LN,44.99,,24/09/2025 15:00:30 MEST,,y,1,,Der Artikel wird in der Originalverpackung zugestellt.,1.0,,,,B0F1C2D3L1,,,,,,B0F1C2D3L1,,,,AMAZON_EU,Standardvorlage Amazon,Active,,
"Spigen Tough Armor Pro MagFit Hülle für Samsung Galaxy Z Flip 7, Kompatibel mit MagSafe -Schwarz",,0908FS3N1GE,amzn.gr.ACS09561PAN-VMt_K5MQqETVUw0UD-LN,49.49,,08/09/2025 21:02:06 MEST,,y,1,,Der Artikel wird in der Originalverpackung zugestellt.,1.0,,,,B0F1CBKGTN,,,,,,B0F1CBKGTN,,,,AMAZON_EU,Standardvorlage Amazon,Active,,
"Spigen Tough Armor Pro MagFit Hülle für Samsung Galaxy Z Flip 7, Kompatibel mit MagSafe -Schwarz",,1202FCGYARO,amzn.gr.ACS09561PAN-VMt_K5MQqETVUw0UD-VG,46.74,,02/12/2025 12:33:04 MET,,y,1,,Der Artikel wird in der Originalverpackung zugestellt.,2.0,,,,B0F1CBKGTN,,,,,,B0F1CBKGTN,,,,AMAZON_EU,Standardvorlage Amazon,Active,,
"Spigen Tough Armor Pro MagFit Hülle für Samsung Galaxy Z Flip 7, Kompatibel mit MagSafe -Schwarz",,1106FUYZDUR,amzn.gr.ACS09561PAN-ytpQ5VWIz_BszepRJ-LN,49.49,,06/11/2025 13:19:57 MET,,y,1,,Der Artikel kommt mit Originalkarton in einer Umverpackung. Der Originalkarton ist beschädigt.,1.0,,,,B0F1CBKGTN,,,,,,B0F1CBKGTN,,,,AMAZON_EU,Standardvorlage Amazon,Active,,
"Spigen Tough Armor Pro MagFit Hülle für Samsung Galaxy Z Flip 7, Kompatibel mit MagSafe -Schwarz",,0805FXBI7OP,amzn.gr.ACS09561PAN-zLNoOIco99G6um8-c-LN,49.49,,05/08/2025 13:27:55 MEST,,y,1,,Der Artikel wird in der Originalverpackung zugestellt. Verpackung ist beschädigt.,1.0,,,,B0F1CBKGTN,,,,,,B0F1CBKGTN,,,,AMAZON_EU,Standardvorlage Amazon,Active,,
"Spigen Nano Pop MagFit Hülle für Samsung Galaxy Z Flip 7, Kompatibel mit MagSafe -Blueberry Navy",,1109F57OMM1,amzn.gr.ACS09563PAN-3z2Y8CDZMHFYq_SHd-LN,29.69,,09/11/2025 14:28:38 MET,,y,1,,Der Artikel kommt mit Originalkarton in einer Umverpackung. Der Originalkarton ist beschädigt.,1.0,,,,B0F1BXGPCF,,,,,,B0F1BXGPCF,,,,AMAZON_EU,Standardvorlage Amazon,Active,,
"Spigen Nano Pop MagFit Hülle für Samsung Galaxy Z Flip 7, Kompatibel mit MagSafe -Blueberry Navy",,1003FUXV0U5,amzn.gr.ACS09563PAN-oGSo--eV9D_U_cZm--LN,29.69,,03/10/2025 20:55:47 MEST,,y,1,,Der Artikel wird in der Originalverpackung zugestellt. Verpackung ist beschädigt.,1.0,,,,B0F1BXGPCF,,,,,,B0F1BXGPCF,,,,AMAZON_EU,Standardvorlage Amazon,Active,,
Spigen Air Skin Aramid Hülle Kompatibel mit Samsung Galaxy Z Flip 7 -Schwarz,,0819F11OSTF,amzn.gr.ACS09564PAN-6nksErZEf27pn5Usz-LN,44.99,,19/08/2025 02:05:43 MEST,,y,1,,Der Artikel wird in der Originalverpackung zugestellt.,1.0,,,,B0F1C7LBTW,,,,,,B0F1C7LBTW,,,,AMAZON_EU,Standardvorlage Amazon,Active,,
Spigen Air Skin Aramid Hülle Kompatibel mit Samsung Galaxy Z Flip 7 -Schwarz,,0819F28VI9L,amzn.gr.ACS09564PAN-Kyo45U2iJf1x6E0EO-LN,44.99,,19/08/2025 10:45:52 MEST,,y,1,,Der Artikel wird in der Originalverpackung zugestellt. Verpackung ist beschädigt.,1.0,,,,B0F1C7LBTW,,,,,,B0F1C7LBTW,,,,AMAZON_EU,Standardvorlage Amazon,Active,,
Spigen Air Skin Aramid Hülle Kompatibel mit Samsung Galaxy Z Flip 7 -Schwarz,,0915FCOQJ8S,amzn.gr.ACS09564PAN-UDAHRYJzm6t5g3meu-VG,42.49,,15/09/2025 21:18:43 MEST,,y,1,,Artikel trifft neu verpackt ein.,2.0,,,,B0F1C7LBTW,,,,,,B0F1C7LBTW,,,,AMAZON_EU,Standardvorlage Amazon,Active,,
Spigen Air Skin Aramid Hülle Kompatibel mit Samsung Galaxy Z Flip 7 -Schwarz,,0129HNYWSIO,amzn.gr.ACS09564PAN-Zds81Uz4OW8BM0q_r-LN,44.99,,29/01/2026 10:19:40 MET,,y,1,,Die Innenverpackung kann beschädigt sein. Der Artikel wird in der Originalverpackung zugestellt. Verpackung ist beschädigt.,1.0,,,,B0F1C7LBTW,,,,,,B0F1C7LBTW,,,,AMAZON_EU,Standardvorlage Amazon,Active,,
Spigen Rugged Armor Hülle Kompatibel mit Sony Xperia 10 VII -Matte Black,,0330HBOZBPV,amzn.gr.ACS09592PAN-eF0agaa4zY8SF3jUV-LN,13.49,,30/03/2026 16:39:59 MEST,,y,1,,Der Artikel wird in der Originalverpackung zugestellt. Verpackung ist beschädigt.,1.0,,,,B0F22KK63Q,,,,,,B0F22KK63Q,,,,AMAZON_EU,Standardvorlage Amazon,Active,,
Spigen Rugged Armor Hülle Kompatibel mit Sony Xperia 10 VII -Matte Black,,0319H70ZQHG,amzn.gr.ACS09592PAN-s7_srQ-5h6CnMUgAv-LN,13.49,,19/03/2026 09:51:41 MET,,y,1,,Der Artikel kommt mit Originalkarton in einer Umverpackung. Der Originalkarton ist beschädigt.,1.0,,,,B0F22KK63Q,,,,,,B0F22KK63Q,,,,AMAZON_EU,Standardvorlage Amazon,Active,,
